from,to,from_station,to_station,total_trips,distance,orig_pop,dest_jobs
197,43,Old Street,Debden,0,21793.70233,23092,2646
197,57,Old Street,Hanger Lane,6,16253.51978,23092,4282
197,127,Old Street,Kew Gardens,0,16933.73118,23092,3859
197,9,Old Street,Lambeth North,133,4073.45797,23092,2613
197,149,Old Street,Latimer Road,0,10076.14098,23092,2627
197,67,Old Street,Snaresbrook,52,12663.08694,23092,2301
197,240,Old Street,Sudbury Town,6,22008.81552,23092,1634
197,47,Old Street,East Acton,0,12663.99568,23092,3548
197,122,Old Street,Southfields,0,15175.20245,23092,5196
197,23,Old Street,Wembley Central,0,17244.09807,23092,3148
197,208,Old Street,Brent Cross,76,11459.00454,23092,2145
197,35,Old Street,Buckhurst Hill,0,18064.81228,23092,2324
197,117,Old Street,Kensington (Olympia),0,10776.90991,23092,398
197,15,Old Street,Kenton,0,20826.30595,23092,1160
197,22,Old Street,North Wembley,0,18481.16478,23092,1192
197,56,Old Street,Perivale,12,18447.06098,23092,2681
197,70,Old Street,Ruislip Gardens,0,25055.64567,23092,970
197,18,Old Street,South Kenton,0,19429.02504,23092,678
197,99,Old Street,Upney,0,14682.6822,23092,2597
197,46,Old Street,West Acton,12,15414.43512,23092,1261
197,230,Old Street,West Finchley,48,14512.6689,23092,1374
197,13,Old Street,Willesden Junction,139,13251.72913,23092,4732
197,11,Old Street,Harlesden,0,14034.95471,23092,2045
197,63,Old Street,Queensway,13,8298.001955,23092,5714
197,40,Old Street,Chigwell,0,19208.0869,23092,445
197,42,Old Street,Roding Valley,0,17018.3912,23092,313
197,69,Old Street,South Ruislip,0,24158.13214,23092,1903
197,71,Old Street,West Ruislip,0,27197.18836,23092,1334
197,129,Old Street,Upminster Bridge,0,24207.53157,23092,1321
234,77,Oval,Barbican,11,5398.791535,7362,13974
234,238,Oval,Alperton,0,19255.55404,7362,2961
234,172,Oval,Amersham,0,43851.85882,7362,1384
234,196,Oval,Angel,176,7026.256321,7362,17781
234,198,Oval,Archway,26,10508.16622,7362,7388
234,244,Oval,Arsenal,0,9907.561212,7362,1857
234,0,Oval,Baker Street,22,6670.547335,7362,26836
234,25,Oval,Bank,777,4133.250959,7362,99997
234,100,Oval,Barons Court,0,9595.770252,7362,6498
234,80,Oval,Bayswater,0,9191.483844,7362,2718
234,81,Oval,Blackfriars,88,4873.179251,7362,19042
234,269,Oval,Blackhorse Road,0,16003.08633,7362,7290
234,33,Oval,Bond Street,18,5593.939687,7362,36182
234,247,Oval,Boston Manor,0,17745.35809,7362,1882
234,242,Oval,Bounds Green,3,16192.6934,7362,4659
234,251,Oval,Caledonian Road,23,8436.047996,7362,4847
234,214,Oval,Camden Town,42,7554.829142,7362,15708
234,84,Oval,Cannon Street,0,5774.546947,7362,10304
234,38,Oval,Chancery Lane,65,5547.361683,7362,23080
234,4,Oval,Embankment,109,3400.452591,7362,21813
234,110,Oval,Chiswick Park,0,13420.60189,7362,2590
234,219,Oval,Clapham Common,43,2910.92581,7362,8595
234,252,Oval,Cockfosters,0,22233.87995,7362,1533
234,254,Oval,Covent Garden,8,4334.687657,7362,12670
234,45,Oval,Ealing Broadway,0,16553.45919,7362,19035
234,115,Oval,Ealing Common,10,15457.88565,7362,2949
234,116,Oval,Earl's Court,0,8430.821204,7362,15139
234,225,Oval,East Finchley,31,13781.50489,7362,6287
234,120,Oval,East Putney,0,12485.61231,7362,5692
234,213,Oval,Edgware,0,20180.37336,7362,4245
234,50,Oval,Epping,29,31051.41255,7362,3894
234,215,Oval,Euston,86,6183.997854,7362,35148
234,78,Oval,Farringdon,49,5912.542961,7362,29594
234,246,Oval,Finsbury Park,62,10531.99943,7362,25516
234,124,Oval,Fulham Broadway,20,9739.467149,7362,8891
234,52,Oval,Gants Hill,54,18843.80386,7362,5975
234,89,Oval,Gloucester Road,9,7392.771819,7362,10435
234,146,Oval,Goldhawk Road,19,11365.72804,7362,1636
234,231,Oval,Goodge Street,87,5142.830927,7362,8455
234,41,Oval,Grange Hill,0,23965.20039,7362,807
234,76,Oval,Great Portland Street,0,7596.373746,7362,9847
234,54,Oval,Greenford,0,20618.67831,7362,4348
234,155,Oval,Green Park,36,4890.136292,7362,45367
234,101,Oval,Hammersmith,0,10446.67302,7362,31801
234,184,Oval,Harrow-on-the-Hill,0,21425.35447,7362,8748
234,210,Oval,Hendon Central,0,15300.67458,7362,6618
234,273,Oval,Highbury & Islington,3,8659.059895,7362,34594
234,90,Oval,High Street Kensington,0,8368.196803,7362,11547
234,39,Oval,Holborn,27,4917.578196,7362,35986
234,262,Oval,Hounslow Central,0,21888.15926,7362,3594
234,263,Oval,Hounslow East,0,21151.95283,7362,3227
234,260,Oval,Hounslow West,0,23228.84245,7362,2538
234,256,Oval,Hyde Park Corner,0,5709.012821,7362,4617
234,189,Oval,Ickenham,15,29270.87838,7362,1226
234,227,Oval,Kennington,3,899.4787883,7362,4274
234,88,Oval,King's Cross St. Pancras,148,6480.263067,7362,81369
234,264,Oval,Knightsbridge,4,6280.330132,7362,12422
234,218,Oval,Leicester Square,230,4016.440603,7362,25314
234,64,Oval,Leyton,2,12877.3143,7362,10315
234,26,Oval,Liverpool Street,66,4798.018866,7362,73701
234,154,Oval,London Bridge,336,3219.209295,7362,65422
234,82,Oval,Mansion House,20,5505.312365,7362,9437
234,34,Oval,Marble Arch,0,6236.077335,7362,12008
234,79,Oval,Moorgate,406,4722.91909,7362,44294
234,217,Oval,Mornington Crescent,9,6936.333416,7362,5023
234,48,Oval,North Acton,0,14305.21016,7362,7385
234,255,Oval,North Ealing,0,16281.9269,7362,779
234,248,Oval,Northfields,20,16878.88792,7362,3372
234,192,Oval,Northwood,0,28589.42988,7362,2907
234,249,Oval,Osterley,0,20215.28334,7362,2069
234,24,Oval,Oxford Circus,67,5038.358945,7362,80019
234,7,Oval,Paddington,200,8255.651242,7362,47079
234,239,Oval,Park Royal,0,17386.04848,7362,2078
234,125,Oval,Parsons Green,9,10447.67427,7362,6894
234,5,Oval,Picadilly Circus,54,4269.245854,7362,31758
234,128,Oval,Ravenscourt Park,0,11199.69541,7362,3249
234,181,Oval,Rayners Lane,0,23922.14101,7362,4055
234,2,Oval,Regent's Park,18,6037.725462,7362,3965
234,130,Oval,Richmond,0,17646.11088,7362,11766
234,176,Oval,Rickmansworth,0,33809.85516,7362,2618
234,151,Oval,Royal Oak,0,9211.314269,7362,2456
234,191,Oval,Ruislip,0,27476.19022,7362,1699
234,261,Oval,Russell Square,0,5611.44955,7362,8739
234,94,Oval,St. James's Park,16,4115.610238,7362,18060
234,27,Oval,St. Paul's,18,4754.276459,7362,20314
234,61,Oval,Shepherd's Bush (C),0,10541.56584,7362,17315
234,92,Oval,Sloane Square,4,5542.925126,7362,16035
234,237,Oval,South Ealing,0,16361.23684,7362,2991
234,267,Oval,South Harrow,0,23808.3734,7362,2148
234,91,Oval,South Kensington,30,6759.219331,7362,27454
234,133,Oval,Stamford Brook,0,11899.86296,7362,2517
234,131,Oval,Stepney Green,0,7460.607183,7362,6365
234,221,Oval,Stockwell,0,1274.149742,7362,7837
234,3,Oval,Charing Cross,127,3579.956009,7362,17958
234,268,Oval,Sudbury Hill,0,22433.84535,7362,1728
234,166,Oval,Swiss Cottage,3,9401.789811,7362,6877
234,83,Oval,Temple,41,4102.989828,7362,10970
234,44,Oval,Theydon Bois,0,28496.23276,7362,817
234,224,Oval,Tooting Broadway,350,7279.869074,7362,13504
234,58,Oval,Tottenham Court Road,274,4629.008316,7362,37082
234,270,Oval,Tottenham Hale,8,14765.04292,7362,10787
234,74,Oval,Tower Hill,40,5916.391282,7362,19875
234,112,Oval,Turnham Green,0,12509.12946,7362,5251
234,190,Oval,Uxbridge,0,32480.53274,7362,7914
234,93,Oval,Victoria,44,4605.025739,7362,70671
234,271,Oval,Walthamstow Central,0,17595.91662,7362,20687
234,228,Oval,Warren Street,73,5676.031347,7362,23875
234,21,Oval,Warwick Avenue,0,9314.183434,7362,3402
234,10,Oval,Waterloo,212,2702.401131,7362,87309
234,150,Oval,Westbourne Park,0,10147.41797,7362,3339
234,118,Oval,West Brompton,6,8982.629019,7362,4854
234,102,Oval,West Kensington,0,9085.959846,7362,4151
234,86,Oval,Westminster,4,3525.647398,7362,24164
234,96,Oval,Whitechapel,25,6430.238015,7362,22124
234,164,Oval,Willesden Green,0,12728.01987,7362,6527
234,136,Oval,Wimbledon,0,16846.52415,7362,12057
234,134,Oval,Wimbledon Park,0,15326.46356,7362,1778
234,250,Oval,Wood Green,0,14721.61265,7362,9584
234,275,Oval,Pimlico,0,3483.597877,7362,10049
234,272,Oval,Brixton,28,2494.66439,7362,24288
234,257,Oval,Hatton Cross,0,25912.97234,7362,2545
234,258,Oval,Heathrow Terminals 123,0,28034.01448,7362,5169
234,259,Oval,Heathrow Terminal 4,0,27815.19688,7362,1637
234,171,Oval,Southwark,1,3335.822574,7362,19579
234,153,Oval,Bermondsey,14,4992.396391,7362,9228
234,137,Oval,Canada Water,13,5930.477347,7362,29777
234,157,Oval,North Greenwich,48,9901.487219,7362,23861
234,156,Oval,Canary Wharf,156,8105.025259,7362,68117
234,158,Oval,Canning Town,0,10569.11431,7362,27715
234,73,Oval,Aldgate,0,5409.939658,7362,12048
234,95,Oval,Aldgate East,51,5522.360238,7362,14650
234,201,Oval,Balham,189,5236.406411,7362,12061
234,97,Oval,Barking,0,16752.35004,7362,19367
234,103,Oval,Becontree,0,19960.40552,7362,3113
234,204,Oval,Belsize Park,41,9509.894016,7362,4595
234,31,Oval,Bethnal Green,33,6957.720805,7362,11472
234,207,Oval,Borough,45,2505.782245,7362,5743
234,105,Oval,Bow Road,12,9098.263731,7362,4289
234,106,Oval,Bromley-By-Bow,38,10016.81101,7362,3580
234,159,Oval,Canons Park,0,22123.45362,7362,2997
234,173,Oval,Chalfont & Latimer,0,40606.96882,7362,929
234,205,Oval,Chalk Farm,34,8504.026017,7362,4313
234,174,Oval,Chesham,0,46008.77556,7362,1216
234,175,Oval,Chorleywood,0,37287.39944,7362,421
234,220,Oval,Clapham North,163,2226.892619,7362,5526
234,202,Oval,Clapham South,31,4123.467883,7362,7106
234,222,Oval,Colliers Wood,36,8537.558322,7362,5260
234,177,Oval,Croxley,0,32758.69331,7362,1377
234,113,Oval,Dagenham East,0,22672.1947,7362,2791
234,104,Oval,Dagenham Heathway,0,21349.79028,7362,5725
234,162,Oval,Dollis Hill,0,13961.07501,7362,3410
234,180,Oval,Eastcote,0,25701.87874,7362,2888
234,98,Oval,East Ham,46,14726.31806,7362,12514
234,75,Oval,Edgware Road (C),0,7601.758913,7362,6710
234,114,Oval,Elm Park,0,24982.40404,7362,3226
234,87,Oval,Euston Square,0,7475.405434,7362,15583
234,29,Oval,Fairlop,0,22768.63002,7362,1124
234,226,Oval,Finchley Central,78,16266.70404,7362,6502
234,165,Oval,Finchley Road,0,9845.821518,7362,8755
234,209,Oval,Golders Green,0,12766.55279,7362,6945
234,126,Oval,Gunnersbury,0,14001.5104,7362,1901
234,51,Oval,Hainault,0,23560.92418,7362,3513
234,206,Oval,Hampstead,0,10702.86078,7362,3902
234,199,Oval,Highgate,0,12068.06863,7362,4931
234,188,Oval,Hillingdon,0,30321.96528,7362,1672
234,245,Oval,Holloway Road,0,9069.727166,7362,5186
234,123,Oval,Hornchurch,0,26495.80166,7362,2514
234,16,Oval,Kensal Green,52,13092.90159,7362,1412
234,216,Oval,Kentish Town,127,8845.091185,7362,8068
234,168,Oval,Kilburn,15,11539.45826,7362,6737
234,19,Oval,Kilburn Park,14,10867.73259,7362,2584
234,169,Oval,Kingsbury,0,19309.36893,7362,4853
234,148,Oval,Ladbroke Grove,8,10936.57359,7362,5084
234,65,Oval,Leytonstone,0,14484.77804,7362,8584
234,36,Oval,Loughton,0,23287.62623,7362,3474
234,20,Oval,Maida Vale,2,10049.2856,7362,2630
234,265,Oval,Manor House,0,11607.63166,7362,5729
234,1,Oval,Marylebone,10,7087.133386,7362,12652
234,32,Oval,Mile End,7,8467.782009,7362,11650
234,178,Oval,Moor Park,0,30699.53063,7362,1022
234,235,Oval,Morden,91,11042.59433,7362,8498
234,30,Oval,Newbury Park,0,20482.9325,7362,4723
234,186,Oval,North Harrow,0,23321.58497,7362,1833
234,185,Oval,Northwick Park,0,20159.75167,7362,4185
234,194,Oval,Northwood Hills,0,27018.26328,7362,1872
234,197,Oval,Old Street,511,5584.346123,7362,25770
234,195,Oval,Pinner,0,24848.43091,7362,3415
234,132,Oval,Plaistow,0,12161.87179,7362,4858
234,193,Oval,Preston Road,0,18413.47986,7362,3074
234,121,Oval,Putney Bridge,0,11405.64958,7362,5113
234,160,Oval,Queensbury,16,20497.22216,7362,4909
234,17,Oval,Queen's Park,0,11625.33617,7362,3837
234,182,Oval,Ruislip Manor,0,26837.4363,7362,1987
234,274,Oval,Seven Sisters,8,13500.21278,7362,28290
234,243,Oval,Southgate,2,19186.66125,7362,4660
234,223,Oval,South Wimbledon,32,9560.216742,7362,4109
234,72,Oval,South Woodford,0,17433.22801,7362,5156
234,161,Oval,Stanmore,0,23530.75165,7362,3585
234,66,Oval,Stratford,214,11206.68935,7362,67796
234,203,Oval,Tooting Bec,151,6166.012504,7362,6375
234,200,Oval,Tufnell Park,0,9540.319732,7362,2999
234,266,Oval,Turnpike Lane,0,13798.22676,7362,8050
234,135,Oval,Upminster,0,28859.44027,7362,2695
234,119,Oval,Upton Park,0,13425.28825,7362,6947
234,68,Oval,Wanstead,0,16236.26346,7362,2653
234,179,Oval,Watford,0,34748.29153,7362,1958
234,170,Oval,Wembley Park,0,16960.9698,7362,15098
234,109,Oval,West Ham,0,11306.49312,7362,13975
234,167,Oval,West Hampstead,0,10561.10132,7362,9441
234,187,Oval,West Harrow,0,22583.20874,7362,1515
234,49,Oval,White City,13,11440.55252,7362,10048
234,37,Oval,Woodford,0,19195.85925,7362,4985
234,236,Oval,Woodside Park,13,18203.69448,7362,2880
234,6,Oval,Edgware Road (B),0,7528.35149,7362,4474
234,147,Oval,Shepherd's Bush (H),0,11810.97628,7362,2605
234,276,Oval,Vauxhall,5,2817.794526,7362,28851
234,111,Oval,Acton Town,0,14469.99775,7362,5080
234,241,Oval,Arnos Grove,0,17393.62202,7362,3548
234,211,Oval,Burnt Oak,17,18751.76989,7362,4092
234,212,Oval,Colindale,65,17491.89825,7362,7185
234,8,Oval,Elephant & Castle,14,1648.693969,7362,14986
234,14,Oval,Harrow & Wealdston,7,24053.56031,7362,3746
234,232,Oval,High Barnet,21,22115.85017,7362,4064
234,59,Oval,Holland Park,0,9602.612252,7362,3168
234,62,Oval,Lancaster Gate,0,7431.296802,7362,4928
234,229,Oval,Mill Hill East,24,17684.4828,7362,1367
234,163,Oval,Neasden,0,14802.05702,7362,3431
234,55,Oval,Northolt,0,22354.64624,7362,4343
234,60,Oval,Notting Hill Gate,5,8923.21172,7362,12811
234,253,Oval,Oakwood,0,20920.14994,7362,2210
234,53,Oval,Redbridge,0,17394.75407,7362,2155
234,152,Oval,St. John's Wood,3,8455.990112,7362,7214
234,12,Oval,Stonebridge Park,1,17014.498,7362,1848
234,233,Oval,Totteridge & Whetstone,0,19644.32515,7362,2389
234,28,Oval,Barkingside,0,21598.63135,7362,1821
234,43,Oval,Debden,8,25284.02707,7362,2646
234,57,Oval,Hanger Lane,0,16746.60237,7362,4282
234,127,Oval,Kew Gardens,0,15747.14072,7362,3859
234,9,Oval,Lambeth North,0,2603.655521,7362,2613
234,149,Oval,Latimer Road,0,11518.28717,7362,2627
234,67,Oval,Snaresbrook,0,16153.41168,7362,2301
234,240,Oval,Sudbury Town,0,20822.22506,7362,1634
234,47,Oval,East Acton,0,13157.07827,7362,3548
234,122,Oval,Southfields,0,13988.612,7362,5196
234,23,Oval,Wembley Central,0,18686.24426,7362,3148
234,208,Oval,Brent Cross,22,14196.91696,7362,2145
234,35,Oval,Buckhurst Hill,0,21555.13702,7362,2324
234,117,Oval,Kensington (Olympia),0,9590.31945,7362,398
234,15,Oval,Kenton,0,22268.45214,7362,1160
234,22,Oval,North Wembley,0,19923.31097,7362,1192
234,56,Oval,Perivale,11,18940.14357,7362,2681
234,70,Oval,Ruislip Gardens,0,25548.72826,7362,970
234,18,Oval,South Kenton,0,20871.17123,7362,678
234,99,Oval,Upney,0,18173.00694,7362,2597
234,46,Oval,West Acton,0,15907.51772,7362,1261
234,230,Oval,West Finchley,0,17250.58132,7362,1374
234,13,Oval,Willesden Junction,0,14693.87532,7362,4732
234,11,Oval,Harlesden,0,15477.1009,7362,2045
234,63,Oval,Queensway,1,8281.862815,7362,5714
234,40,Oval,Chigwell,0,22698.41164,7362,445
234,42,Oval,Roding Valley,0,20508.71594,7362,313
234,69,Oval,South Ruislip,0,24651.21473,7362,1903
234,71,Oval,West Ruislip,0,27690.27095,7362,1334
234,129,Oval,Upminster Bridge,0,27697.85631,7362,1321
195,77,Pinner,Barbican,124,22955.24094,4551,13974
195,238,Pinner,Alperton,0,12263.73505,4551,2961
195,172,Pinner,Amersham,19,19003.42791,4551,1384
195,196,Pinner,Angel,19,21964.37452,4551,17781
195,198,Pinner,Archway,0,25742.65298,4551,7388
195,244,Pinner,Arsenal,0,24132.93075,4551,1857
195,0,Pinner,Baker Street,225,18177.88358,4551,26836
195,25,Pinner,Bank,33,23630.33862,4551,99997
195,100,Pinner,Barons Court,0,21923.51884,4551,6498
195,80,Pinner,Bayswater,0,20698.82008,4551,2718
195,81,Pinner,Blackfriars,16,22920.70498,4551,19042
195,269,Pinner,Blackhorse Road,0,30228.45586,4551,7290
195,33,Pinner,Bond Street,59,19254.49122,4551,36182
195,247,Pinner,Boston Manor,0,20324.65169,4551,1882
195,242,Pinner,Bounds Green,0,30418.06293,4551,4659
195,251,Pinner,Caledonian Road,0,22661.41753,4551,4847
195,214,Pinner,Camden Town,8,22789.31591,4551,15708
195,84,Pinner,Cannon Street,64,23822.07268,4551,10304
195,38,Pinner,Chancery Lane,8,21957.69112,4551,23080
195,4,Pinner,Embankment,15,21447.97832,4551,21813
195,110,Pinner,Chiswick Park,0,18299.04195,4551,2590
195,219,Pinner,Clapham Common,0,26316.57889,4551,8595
195,252,Pinner,Cockfosters,0,36459.24949,4551,1533
195,254,Pinner,Covent Garden,29,21352.61835,4551,12670
195,45,Pinner,Ealing Broadway,0,17156.97699,4551,19035
195,115,Pinner,Ealing Common,0,16061.40345,4551,2949
195,116,Pinner,Earl's Court,0,23088.46789,4551,15139
195,225,Pinner,East Finchley,0,29015.99165,4551,6287
195,120,Pinner,East Putney,0,27143.259,4551,5692
195,213,Pinner,Edgware,0,35414.86013,4551,4245
195,50,Pinner,Epping,0,50330.77416,4551,3894
195,215,Pinner,Euston,0,21418.48462,4551,35148
195,78,Pinner,Farringdon,380,22441.48951,4551,29594
195,246,Pinner,Finsbury Park,129,24757.36896,4551,25516
195,124,Pinner,Fulham Broadway,0,24397.11383,4551,8891
195,52,Pinner,Gants Hill,0,38123.16547,4551,5975
195,89,Pinner,Gloucester Road,0,23344.67022,4551,10435
195,146,Pinner,Goldhawk Road,0,21991.6711,4551,1636
195,231,Pinner,Goodge Street,0,21071.63033,4551,8455
195,41,Pinner,Grange Hill,0,43244.562,4551,807
195,76,Pinner,Great Portland Street,108,19103.70999,4551,9847
195,54,Pinner,Greenford,0,26549.8155,4551,4348
195,155,Pinner,Green Park,35,20206.4533,4551,45367
195,101,Pinner,Hammersmith,0,21072.61608,4551,31801
195,184,Pinner,Harrow-on-the-Hill,92,3423.076443,4551,8748
195,210,Pinner,Hendon Central,0,30535.16134,4551,6618
195,273,Pinner,Highbury & Islington,8,22884.42943,4551,34594
195,90,Pinner,High Street Kensington,0,22369.24523,4551,11547
195,39,Pinner,Holborn,63,21327.90764,4551,35986
195,262,Pinner,Hounslow Central,0,24467.45286,4551,3594
195,263,Pinner,Hounslow East,0,23731.24643,4551,3227
195,260,Pinner,Hounslow West,0,25808.13605,4551,2538
195,256,Pinner,Hyde Park Corner,0,21025.32983,4551,4617
195,189,Pinner,Ickenham,0,11268.60036,4551,1226
195,227,Pinner,Kennington,0,23948.95212,4551,4274
195,88,Pinner,King's Cross St. Pancras,170,20705.6326,4551,81369
195,264,Pinner,Knightsbridge,10,21596.64714,4551,12422
195,218,Pinner,Leicester Square,0,21034.3713,4551,25314
195,64,Pinner,Leyton,29,32156.67591,4551,10315
195,26,Pinner,Liverpool Street,227,24077.38047,4551,73701
195,154,Pinner,London Bridge,188,24091.61133,4551,65422
195,82,Pinner,Mansion House,43,23552.83809,4551,9437
195,34,Pinner,Marble Arch,6,19896.62887,4551,12008
195,79,Pinner,Moorgate,336,23631.11338,4551,44294
195,217,Pinner,Mornington Crescent,0,22170.82018,4551,5023
195,48,Pinner,North Acton,0,20236.34735,4551,7385
195,255,Pinner,North Ealing,0,15237.36219,4551,779
195,248,Pinner,Northfields,0,19458.18152,4551,3372
195,192,Pinner,Northwood,141,3740.998971,4551,2907
195,249,Pinner,Osterley,0,22794.57694,4551,2069
195,24,Pinner,Oxford Circus,36,19810.07197,4551,80019
195,7,Pinner,Paddington,43,19762.98748,4551,47079
195,239,Pinner,Park Royal,0,14133.24062,4551,2078
195,125,Pinner,Parsons Green,26,25105.32095,4551,6894
195,5,Pinner,Picadilly Circus,47,20579.18506,4551,31758
195,128,Pinner,Ravenscourt Park,0,20321.5712,4551,3249
195,181,Pinner,Rayners Lane,0,5919.862988,4551,4055
195,2,Pinner,Regent's Park,3,18912.05721,4551,3965
195,130,Pinner,Richmond,1,24147.14106,4551,11766
195,176,Pinner,Rickmansworth,0,8961.424246,4551,2618
195,151,Pinner,Royal Oak,0,20718.65051,4551,2456
195,191,Pinner,Ruislip,0,9473.912199,4551,1699
195,261,Pinner,Russell Square,12,21574.44612,4551,8739
195,94,Pinner,St. James's Park,73,22160.90503,4551,18060
195,27,Pinner,St. Paul's,41,23009.31312,4551,20314
195,61,Pinner,Shepherd's Bush (C),0,22997.96568,4551,17315
195,92,Pinner,Sloane Square,9,22286.82622,4551,16035
195,237,Pinner,South Ealing,0,18940.53044,4551,2991
195,267,Pinner,South Harrow,0,7710.915698,4551,2148
195,91,Pinner,South Kensington,25,22823.60112,4551,27454
195,133,Pinner,Stamford Brook,0,19621.40364,4551,2517
195,131,Pinner,Stepney Green,0,26739.96879,4551,6365
195,221,Pinner,Stockwell,0,24679.80282,4551,7837
195,3,Pinner,Charing Cross,3,21268.4749,4551,17958
195,268,Pinner,Sudbury Hill,0,9085.44374,4551,1728
195,166,Pinner,Swiss Cottage,0,15636.15644,4551,6877
195,83,Pinner,Temple,4,22150.51556,4551,10970
195,44,Pinner,Theydon Bois,0,47775.59437,4551,817
195,224,Pinner,Tooting Broadway,14,30685.52216,4551,13504
195,58,Pinner,Tottenham Court Road,0,20557.80772,4551,37082
195,270,Pinner,Tottenham Hale,0,28990.41246,4551,10787
195,74,Pinner,Tower Hill,21,24794.64496,4551,19875
195,112,Pinner,Turnham Green,0,19010.15964,4551,5251
195,190,Pinner,Uxbridge,43,14478.25472,4551,7914
195,93,Pinner,Victoria,110,21348.92683,4551,70671
195,271,Pinner,Walthamstow Central,0,31821.28616,4551,20687
195,228,Pinner,Warren Street,0,20910.51811,4551,23875
195,21,Pinner,Warwick Avenue,0,20821.51967,4551,3402
195,10,Pinner,Waterloo,40,22146.02978,4551,87309
195,150,Pinner,Westbourne Park,0,21654.75421,4551,3339
195,118,Pinner,West Brompton,19,23640.2757,4551,4854
195,102,Pinner,West Kensington,0,22437.96582,4551,4151
195,86,Pinner,Westminster,83,21570.94219,4551,24164
195,96,Pinner,Whitechapel,6,25709.59962,4551,22124
195,164,Pinner,Willesden Green,0,12235.58069,4551,6527
195,136,Pinner,Wimbledon,0,31504.17083,4551,12057
195,134,Pinner,Wimbledon Park,0,29984.11025,4551,1778
195,250,Pinner,Wood Green,0,28946.98219,4551,9584
195,275,Pinner,Pimlico,17,22470.35469,4551,10049
195,272,Pinner,Brixton,0,25900.31747,4551,24288
195,257,Pinner,Hatton Cross,0,28492.26594,4551,2545
195,258,Pinner,Heathrow Terminals 123,0,30613.30808,4551,5169
195,259,Pinner,Heathrow Terminal 4,0,30394.49048,4551,1637
195,171,Pinner,Southwark,57,22779.45122,4551,19579
195,153,Pinner,Bermondsey,3,25864.79843,4551,9228
195,137,Pinner,Canada Water,5,26802.87938,4551,29777
195,157,Pinner,North Greenwich,31,30532.12403,4551,23861
195,156,Pinner,Canary Wharf,325,28735.66207,4551,68117
195,158,Pinner,Canning Town,17,30697.94096,4551,27715
195,73,Pinner,Aldgate,86,24689.30127,4551,12048
195,95,Pinner,Aldgate East,0,24801.72185,4551,14650
195,201,Pinner,Balham,0,28642.05949,4551,12061
195,97,Pinner,Barking,0,36031.71165,4551,19367
195,103,Pinner,Becontree,0,39239.76713,4551,3113
195,204,Pinner,Belsize Park,0,24744.38078,4551,4595
195,31,Pinner,Bethnal Green,0,26237.08241,4551,11472
195,207,Pinner,Borough,0,24495.16706,4551,5743
195,105,Pinner,Bow Road,0,28377.62534,4551,4289
195,106,Pinner,Bromley-By-Bow,0,29296.17262,4551,3580
195,159,Pinner,Canons Park,0,13049.94493,4551,2997
195,173,Pinner,Chalfont & Latimer,6,15758.53791,4551,929
195,205,Pinner,Chalk Farm,0,23738.51278,4551,4313
195,174,Pinner,Chesham,0,21160.34465,4551,1216
195,175,Pinner,Chorleywood,0,12438.96853,4551,421
195,220,Pinner,Clapham North,0,25632.5457,4551,5526
195,202,Pinner,Clapham South,0,27529.12096,4551,7106
195,222,Pinner,Colliers Wood,0,31943.2114,4551,5260
195,177,Pinner,Croxley,43,7910.2624,4551,1377
195,113,Pinner,Dagenham East,0,41951.5563,4551,2791
195,104,Pinner,Dagenham Heathway,0,40629.15189,4551,5725
195,162,Pinner,Dollis Hill,60,11002.52555,4551,3410
195,180,Pinner,Eastcote,0,7699.600719,4551,2888
195,98,Pinner,East Ham,0,34005.67966,4551,12514
195,75,Pinner,Edgware Road (C),0,19109.09515,4551,6710
195,114,Pinner,Elm Park,0,44261.76565,4551,3226
195,87,Pinner,Euston Square,143,19710.49023,4551,15583
195,29,Pinner,Fairlop,0,42047.99162,4551,1124
195,226,Pinner,Finchley Central,0,31501.1908,4551,6502
195,165,Pinner,Finchley Road,71,15002.60939,4551,8755
195,209,Pinner,Golders Green,0,28001.03955,4551,6945
195,126,Pinner,Gunnersbury,0,20502.54058,4551,1901
195,51,Pinner,Hainault,0,42840.28579,4551,3513
195,206,Pinner,Hampstead,0,25937.34754,4551,3902
195,199,Pinner,Highgate,0,27302.55539,4551,4931
195,188,Pinner,Hillingdon,0,12319.68726,4551,1672
195,245,Pinner,Holloway Road,30,23295.0967,4551,5186
195,123,Pinner,Hornchurch,0,45775.16327,4551,2514
195,16,Pinner,Kensal Green,0,24600.23783,4551,1412
195,216,Pinner,Kentish Town,0,24079.57795,4551,8068
195,168,Pinner,Kilburn,0,13424.1423,4551,6737
195,19,Pinner,Kilburn Park,0,22375.06883,4551,2584
195,169,Pinner,Kingsbury,0,10235.86025,4551,4853
195,148,Pinner,Ladbroke Grove,0,22443.90983,4551,5084
195,65,Pinner,Leytonstone,0,33764.13964,4551,8584
195,36,Pinner,Loughton,0,42566.98784,4551,3474
195,20,Pinner,Maida Vale,0,21556.62184,4551,2630
195,265,Pinner,Manor House,0,25833.0012,4551,5729
195,1,Pinner,Marylebone,22,18594.46963,4551,12652
195,32,Pinner,Mile End,0,27747.14362,4551,11650
195,178,Pinner,Moor Park,0,5851.099716,4551,1022
195,235,Pinner,Morden,0,34448.24741,4551,8498
195,30,Pinner,Newbury Park,0,39762.2941,4551,4723
195,186,Pinner,North Harrow,7,1526.845938,4551,1833
195,185,Pinner,Northwick Park,23,4688.67924,4551,4185
